Dates,Bloomberry Resorts Corporation (PSE:BLOOM) - Share Pricing,Aboitiz Power Corporation (PSE:AP) - Share Pricing,Ayala Corporation (PSE:AC) - Share Pricing,"Aboitiz Equity Ventures, Inc. (PSE:AEV) - Share Pricing","Alliance Global Group, Inc. (PSE:AGI) - Share Pricing","Ayala Land, Inc. (PSE:ALI) - Share Pricing","BDO Unibank, Inc. (PSE:BDO) - Share Pricing",Bank of the Philippine Islands (PSE:BPI) - Share Pricing,"DMCI Holdings, Inc. (PSE:DMC) - Share Pricing",First Gen Corporation (PSE:FGEN) - Share Pricing,"Globe Telecom, Inc. (PSE:GLO) - Share Pricing","GT Capital Holdings, Inc. (PSE:GTCAP) - Share Pricing","International Container Terminal Services, Inc. (PSE:ICT) - Share Pricing",Jollibee Foods Corporation (PSE:JFC) - Share Pricing,"JG Summit Holdings, Inc. (PSE:JGS) - Share Pricing","LT Group, Inc. (PSE:LTG) - Share Pricing",Metropolitan Bank & Trust Company (PSE:MBT) - Share Pricing,Megaworld Corporation (PSE:MEG) - Share Pricing,Manila Electric Company (PSE:MER) - Share Pricing,Metro Pacific Investments Corporation (PSE:MPI) - Share Pricing,"Puregold Price Club, Inc. (PSE:PGOLD) - Share Pricing",Robinsons Land Corporation (PSE:RLC) - Share Pricing,"Robinsons Retail Holdings, Inc. (PSE:RRHI) - Share Pricing",Semirara Mining and Power Corporation (PSE:SCC) - Share Pricing,Security Bank Corporation (PSE:SECB) - Share Pricing,SM Investments Corporation (PSE:SM) - Share Pricing,San Miguel Corporation (PSE:SMC) - Share Pricing,"SM Prime Holdings, Inc. (PSE:SMPH) - Share Pricing",PLDT Inc. (PSE:TEL) - Share Pricing,Universal Robina Corporation (PSE:URC) - Share Pricing
Sep-12-2019,11.00,38.75,909.00,53.25,12.50,49.30,141.80,93.20,9.15,26.10,1935.00,929.50,132.00,222.40,74.50,14.50,61.50,5.15,360.00,5.15,43.00,25.50,77.50,23.70,206.00,1014.00,175.00,34.20,1194.00,168.00
Sep-13-2019,11.40,38.95,908.00,54.20,12.68,49.90,142.60,94.30,9.19,26.05,1968.00,920.00,131.40,222.20,74.50,14.44,61.90,5.17,366.40,5.14,42.80,25.40,80.10,23.75,206.00,1017.00,174.80,34.50,1204.00,170.50
Sep-16-2019,11.08,40.35,907.00,54.70,12.76,49.90,142.40,94.35,9.12,26.00,1949.00,919.00,137.20,224.00,74.50,14.44,61.59,5.18,374.00,5.11,42.70,25.30,80.50,23.95,205.60,1015.00,170.90,34.65,1175.00,168.20
Sep-17-2019,11.18,40.00,905.00,54.75,12.56,48.80,137.40,93.00,9.10,26.00,1970.00,898.00,133.30,230.60,75.25,14.30,60.44,5.14,372.00,5.05,42.50,25.20,79.00,23.40,200.00,1000.00,172.60,35.40,1179.00,168.50
Sep-18-2019,11.02,39.80,900.00,54.60,12.50,48.05,139.70,93.50,8.99,26.00,1935.00,890.00,130.00,223.20,75.00,14.46,60.04,5.06,374.00,5.06,42.50,25.00,80.50,23.50,198.30,1020.00,174.00,35.00,1169.00,166.70
Sep-19-2019,11.04,39.50,900.00,54.90,12.38,49.00,140.20,93.20,8.92,25.80,1890.00,880.00,130.00,223.00,72.50,14.80,60.49,5.01,371.40,5.07,42.30,25.10,79.80,23.50,199.00,1005.00,178.80,35.45,1159.00,169.60
Sep-20-2019,11.10,39.95,895.00,55.60,12.26,47.90,140.40,91.10,8.84,24.80,1910.00,880.00,131.40,220.00,75.30,14.72,59.73,4.92,371.00,5.01,42.00,25.05,80.35,23.05,199.00,1000.00,179.10,34.75,1147.00,169.00
Sep-23-2019,11.10,39.95,889.00,55.65,12.06,48.65,141.50,90.35,8.80,24.75,1884.00,860.00,130.00,220.20,74.15,14.70,59.51,4.81,368.00,4.99,41.50,25.05,78.50,22.65,197.50,1010.00,177.90,35.45,1112.00,166.90
Sep-24-2019,11.26,39.00,900.00,54.55,11.86,48.95,142.60,91.50,8.70,25.00,1826.00,845.00,130.00,220.00,74.50,14.46,59.96,4.97,368.00,5.00,40.40,24.80,78.25,22.35,196.00,1010.00,177.00,36.70,1108.00,166.00
Sep-25-2019,11.30,40.00,908.00,54.55,11.30,49.20,142.80,91.50,8.69,24.20,1853.00,833.00,129.10,219.00,75.10,14.50,59.29,4.72,370.00,4.92,40.30,24.60,78.00,22.75,198.00,1015.00,180.00,37.20,1108.00,158.60
Sep-26-2019,11.50,39.30,900.00,54.10,11.30,49.35,146.00,91.45,8.65,24.15,1857.00,841.00,127.00,219.00,75.50,14.70,59.51,4.79,369.00,4.94,40.95,24.50,79.00,22.70,197.00,1007.00,177.00,37.10,1127.00,158.00
Sep-27-2019,11.30,38.75,893.00,53.50,10.90,49.30,145.00,91.80,8.50,24.60,1835.00,836.00,122.50,220.20,73.50,14.50,59.20,4.46,363.00,4.89,40.40,24.05,79.00,22.05,198.00,1000.00,175.00,36.50,1127.00,157.50
Sep-30-2019,10.86,38.35,884.50,53.05,10.90,49.45,143.00,93.00,8.31,24.60,1830.00,842.00,120.40,222.00,72.50,13.94,60.53,4.37,370.00,4.98,39.05,24.50,79.00,22.80,197.00,971.00,171.50,37.20,1132.00,156.00
Oct-01-2019,10.78,38.45,879.50,53.60,10.80,48.15,143.50,92.10,8.24,24.80,1828.00,844.00,120.00,220.00,72.20,13.96,59.96,4.40,369.00,4.92,38.00,24.55,78.00,22.10,190.00,987.00,170.60,37.10,1128.00,150.00
Oct-02-2019,10.70,37.25,856.00,52.50,10.60,47.00,137.00,91.60,8.45,24.70,1793.00,835.00,115.50,220.80,70.50,13.94,59.38,4.45,357.00,4.83,38.20,24.50,76.50,22.05,194.20,983.00,168.00,36.45,1120.00,145.00
Oct-03-2019,10.90,37.00,848.00,52.00,10.46,45.00,138.00,90.70,8.41,24.10,1770.00,828.00,120.60,218.60,69.00,13.88,58.36,4.37,360.00,4.72,38.00,23.80,76.50,22.35,190.20,973.00,163.00,36.30,1100.00,152.90
Oct-04-2019,10.92,36.65,840.00,54.50,11.28,46.20,143.50,93.00,8.44,24.40,1783.00,840.00,121.00,220.20,70.00,13.70,60.18,4.50,367.00,4.91,38.40,24.40,76.00,21.85,197.90,990.00,164.00,37.75,1098.00,157.70
Oct-07-2019,11.02,36.50,850.00,54.00,10.90,46.50,140.00,93.00,8.63,24.45,1798.00,846.00,121.10,220.00,69.20,13.70,60.18,4.60,362.00,4.88,39.10,24.50,76.00,22.20,197.00,975.00,164.00,37.95,1100.00,157.70
Oct-08-2019,11.00,37.40,865.00,54.90,10.60,46.50,143.00,92.20,8.71,24.20,1794.00,850.00,119.00,226.00,69.60,13.56,59.56,4.53,363.00,4.94,40.00,24.60,76.90,23.00,194.60,1007.00,165.00,38.20,1100.00,160.00
Oct-09-2019,10.70,37.00,863.00,53.00,10.90,46.50,143.40,91.50,8.60,24.10,1810.00,834.00,116.00,229.00,70.15,13.34,58.41,4.55,360.00,4.83,40.00,24.55,76.90,23.00,191.00,987.50,161.10,37.55,1095.00,157.00
Oct-10-2019,10.90,37.20,861.00,51.90,10.66,46.80,145.00,93.05,8.66,25.05,1813.00,840.00,118.00,229.00,70.90,13.30,60.00,4.53,365.00,4.88,40.70,25.50,77.70,22.90,199.00,1000.00,163.00,38.50,1107.00,157.50
Oct-11-2019,11.00,38.35,870.00,53.20,10.78,47.95,147.00,92.95,9.00,25.25,1818.00,844.00,120.00,231.20,72.00,13.28,60.18,4.62,365.20,4.95,40.60,25.35,79.90,22.90,198.00,1010.00,164.00,38.80,1108.00,158.50
Oct-14-2019,10.84,38.60,877.50,53.55,11.06,48.00,147.30,93.40,8.82,25.00,1844.00,849.00,121.00,234.60,72.00,13.54,60.44,4.76,365.00,5.06,40.55,25.45,78.20,23.00,197.50,1010.00,166.00,39.20,1116.00,158.50
Oct-15-2019,10.90,38.60,878.50,53.50,11.48,48.00,148.50,93.10,8.75,24.90,1838.00,853.00,121.00,233.40,71.00,13.94,60.62,4.72,367.00,4.90,40.55,25.50,77.00,23.00,197.00,995.00,165.90,38.10,1100.00,158.50
Oct-16-2019,10.66,39.30,878.00,53.95,11.70,49.10,149.00,94.00,8.85,25.00,1840.00,860.00,121.30,233.00,73.90,14.10,60.18,4.77,367.00,4.95,39.90,25.55,77.65,22.80,198.40,1004.00,166.00,38.65,1115.00,160.00
Oct-17-2019,10.62,39.40,865.00,54.30,11.78,49.20,149.50,95.00,8.78,25.00,1870.00,862.00,122.00,235.00,73.85,13.72,60.88,4.80,369.00,4.91,40.00,24.95,76.90,22.95,200.00,1006.00,167.70,38.95,1106.00,160.00
Oct-18-2019,10.64,39.00,855.50,53.60,11.64,49.00,145.60,95.10,9.10,25.00,1875.00,873.00,121.70,230.00,72.60,13.72,62.74,4.80,360.60,4.85,41.30,25.50,76.55,22.50,199.50,1003.00,167.60,38.75,1110.00,156.30
Oct-21-2019,10.60,39.50,860.00,53.50,11.82,48.85,148.90,95.50,8.96,24.80,1890.00,865.00,123.00,226.20,71.55,13.66,62.65,4.81,365.00,4.90,41.00,25.60,76.60,22.75,199.00,1005.00,167.00,38.05,1115.00,159.40
Oct-22-2019,10.40,38.95,870.50,54.85,11.98,48.80,148.40,97.60,9.00,25.00,1896.00,880.00,123.70,227.20,73.50,13.60,63.63,4.90,364.00,4.99,41.00,25.60,76.00,23.10,202.00,1014.00,166.10,38.50,1120.00,159.00
Oct-23-2019,10.26,39.20,865.50,54.85,11.70,49.00,146.80,97.00,8.89,24.70,1920.00,869.50,123.00,225.20,73.95,13.54,63.36,4.87,364.00,4.90,40.30,25.70,76.00,23.50,200.00,1014.00,164.40,38.75,1112.00,157.20
Oct-24-2019,10.30,39.00,865.00,54.95,11.90,48.95,149.30,97.15,8.66,25.25,1920.00,870.00,122.90,227.60,73.00,13.22,62.83,4.90,360.40,4.95,40.00,25.80,77.50,23.50,201.00,1030.00,165.70,39.00,1110.00,151.00
Oct-25-2019,10.20,38.40,849.00,54.70,11.70,48.50,147.80,99.00,8.20,25.40,1915.00,880.00,122.70,226.20,73.20,13.36,63.41,4.86,356.20,4.90,40.00,25.75,79.00,23.80,203.00,1027.00,166.00,38.85,1099.00,150.00
Oct-28-2019,10.20,39.05,860.00,55.00,11.62,48.80,152.00,99.00,8.18,25.30,1865.00,870.00,122.40,223.00,75.00,13.00,65.35,4.86,355.80,4.90,40.00,25.95,78.75,23.70,203.60,1024.00,168.60,38.10,1092.00,150.50
Oct-29-2019,10.12,39.00,865.00,55.00,11.96,49.00,152.10,99.05,8.14,25.60,1850.00,888.00,123.00,229.80,76.10,13.10,66.00,4.84,346.00,4.79,40.10,25.80,77.10,23.35,204.00,1027.00,172.60,39.00,1100.00,151.50
Oct-30-2019,10.14,38.80,865.00,54.95,11.60,49.55,155.70,99.90,8.27,24.90,1835.00,893.50,122.10,232.00,76.25,13.30,67.45,4.82,346.00,4.80,40.00,25.50,76.00,23.35,205.00,1027.00,173.00,39.05,1090.00,151.00
Oct-31-2019,9.99,39.95,860.00,55.95,11.48,48.55,154.90,97.00,8.21,24.80,1824.00,894.00,118.70,232.00,76.25,13.34,67.60,4.83,338.40,4.80,40.85,25.45,75.85,23.35,199.20,1030.00,167.00,39.00,1100.00,151.00
Nov-04-2019,10.56,40.00,864.00,56.55,11.70,49.00,159.90,97.30,8.21,25.35,1846.00,905.00,122.00,233.00,77.10,13.38,66.40,4.89,347.00,4.90,40.70,26.40,76.10,23.65,204.00,1025.00,168.20,39.50,1111.00,154.80
Nov-05-2019,10.60,40.40,877.00,56.60,11.74,49.00,160.00,100.00,8.32,25.75,1868.00,910.00,125.00,233.00,79.00,13.32,68.00,4.95,349.00,4.95,40.25,27.00,75.70,23.00,203.20,1091.00,170.60,40.60,1133.00,156.00
Nov-06-2019,10.82,39.15,862.00,54.40,11.50,47.00,158.00,96.60,8.30,25.95,1824.00,905.00,123.70,227.00,78.10,13.08,67.55,4.86,344.00,4.75,40.00,26.30,76.25,23.05,202.00,1057.00,168.50,38.80,1121.00,155.00
Nov-07-2019,10.72,38.80,867.00,55.30,11.30,47.00,159.50,96.35,8.05,25.45,1870.00,901.00,123.80,226.00,78.50,13.30,67.65,4.94,346.00,4.83,39.90,26.50,77.50,23.45,203.00,1070.00,169.90,40.00,1110.00,150.50
Nov-08-2019,10.76,39.60,848.50,56.00,10.62,47.00,159.50,97.50,7.63,24.70,1900.00,900.00,123.80,228.00,78.50,13.02,67.55,4.90,349.80,4.65,39.70,26.70,77.00,23.80,203.00,1070.00,170.00,40.00,1110.00,151.50
Nov-11-2019,10.78,38.75,856.00,54.90,11.28,46.80,155.00,98.00,7.90,24.60,1870.00,890.00,124.00,224.00,77.50,12.70,68.40,4.87,340.20,4.66,39.05,26.20,77.00,23.65,200.00,1068.00,165.20,39.10,1106.00,154.70
Nov-12-2019,11.00,37.75,840.00,55.00,11.64,46.50,156.40,96.50,8.06,24.35,1910.00,904.00,123.90,220.00,78.00,12.42,68.40,4.85,347.00,4.64,38.40,26.35,76.65,23.55,195.50,1068.00,163.80,39.90,1108.00,156.00
Nov-13-2019,10.96,37.10,824.00,54.40,11.62,46.95,155.30,95.00,7.90,24.35,1870.00,902.00,124.00,213.20,77.50,12.42,67.65,4.89,347.00,4.70,38.50,25.80,75.80,23.55,195.30,1059.00,164.00,39.15,1100.00,154.00
Nov-14-2019,11.30,36.70,818.00,52.80,11.60,47.00,156.00,94.20,7.68,24.70,1928.00,890.00,122.00,202.60,78.00,12.20,68.00,4.85,335.40,4.62,39.15,26.45,75.80,23.70,195.90,1070.00,163.40,39.30,1100.00,152.00
Nov-15-2019,11.28,36.95,830.00,53.00,11.54,45.95,156.00,96.00,7.59,24.10,1917.00,900.00,122.20,202.00,77.80,11.98,67.90,4.78,338.00,4.65,40.00,26.55,75.45,23.90,200.00,1060.00,162.50,39.90,1104.00,151.10
Nov-18-2019,11.28,35.90,823.50,51.20,11.40,44.90,155.00,95.50,7.51,23.30,1910.00,890.00,122.30,202.00,77.60,11.64,67.30,4.70,335.00,4.63,39.50,26.00,75.10,23.65,200.60,1068.00,158.00,39.90,1102.00,151.30
Nov-19-2019,11.38,36.50,827.00,51.20,11.40,45.00,157.40,94.00,7.62,23.05,1929.00,900.00,122.10,204.40,78.00,12.42,67.90,4.76,330.20,4.65,39.95,26.00,75.20,23.40,203.80,1069.00,159.90,39.80,1112.00,152.40
Nov-20-2019,11.18,35.70,824.00,50.80,11.32,45.70,157.80,93.00,6.98,22.75,1900.00,891.00,124.00,204.00,77.80,13.06,67.50,4.65,323.60,4.64,39.90,25.60,76.50,21.85,203.00,1070.00,160.00,39.80,1100.00,153.10
Nov-21-2019,11.40,34.70,811.00,51.90,11.22,45.20,154.30,90.90,6.70,24.00,1937.00,876.50,122.00,198.60,77.95,12.80,66.95,4.60,319.00,4.42,40.00,25.65,76.30,19.76,201.00,1070.00,160.00,39.00,1098.00,152.00
Nov-22-2019,11.46,34.75,825.00,50.75,11.18,44.50,152.00,90.40,6.55,23.80,1942.00,894.00,121.80,195.00,78.95,12.60,68.40,4.55,330.00,4.39,39.95,26.50,75.70,20.75,201.00,1066.00,156.90,39.45,1116.00,154.00
Nov-25-2019,11.42,35.55,820.00,49.95,11.14,43.90,150.00,90.00,6.55,23.50,1945.00,880.00,121.50,186.20,78.50,12.74,68.00,4.50,320.00,4.34,40.00,26.20,75.00,20.50,202.00,1075.00,156.90,39.20,1094.00,151.20
Nov-26-2019,11.20,33.75,784.50,48.95,10.78,42.55,150.00,87.00,6.56,23.40,1950.00,878.00,123.00,184.10,76.30,12.20,67.50,4.45,319.00,4.31,40.00,27.10,75.00,22.00,202.00,1091.00,159.00,38.90,1108.00,152.00
Nov-27-2019,11.46,34.60,802.00,49.00,11.18,44.50,157.00,88.85,6.80,23.90,1894.00,880.00,123.40,197.90,78.45,12.00,68.45,4.56,319.00,4.30,40.05,26.50,75.20,21.90,204.00,1089.00,160.00,39.75,1080.00,154.00
Nov-28-2019,11.46,34.45,804.50,48.95,11.10,44.70,154.00,88.00,6.85,23.95,1930.00,893.50,123.20,195.00,76.30,11.50,68.20,4.55,315.00,4.26,39.95,26.20,76.00,21.85,204.00,1070.00,160.00,39.15,1087.00,151.00
Nov-29-2019,11.14,34.45,806.00,48.95,11.06,45.50,151.80,85.95,6.50,25.00,1940.00,894.50,123.60,192.00,76.90,11.06,66.25,4.43,319.00,4.30,40.15,26.20,79.00,21.80,205.00,1060.00,159.20,39.00,1075.00,150.10
Dec-02-2019,11.26,34.80,841.00,49.80,11.06,47.00,158.00,86.40,6.40,25.05,1980.00,899.50,124.00,197.90,78.00,11.50,67.50,4.43,322.00,4.37,40.05,26.00,75.00,21.60,206.00,1080.00,159.20,40.00,1064.00,149.50
Dec-03-2019,11.26,34.20,831.50,49.75,11.06,47.25,158.50,87.25,6.50,24.80,1980.00,900.00,122.80,192.00,79.00,11.00,67.20,4.35,322.40,4.39,39.70,25.40,74.95,21.00,202.00,1069.00,161.10,40.50,1085.00,144.00
Dec-04-2019,10.90,34.55,830.00,50.05,11.10,46.00,158.50,89.00,6.25,24.70,1934.00,899.00,123.30,198.00,79.00,11.40,68.20,4.18,321.20,3.92,39.85,25.30,74.95,20.85,199.60,1062.00,160.00,40.20,1072.00,145.00
Dec-05-2019,10.34,34.50,830.00,52.35,11.06,45.50,158.00,89.95,6.13,23.80,1935.00,895.00,119.00,205.00,77.60,11.40,68.00,4.30,320.00,3.80,39.10,25.70,74.95,20.80,197.90,1070.00,160.00,40.00,1042.00,140.20
Dec-06-2019,10.12,34.60,828.00,52.80,11.12,45.50,156.50,89.00,6.05,24.75,1944.00,900.00,120.00,202.00,78.90,11.50,67.95,4.27,326.00,3.66,38.90,25.80,73.70,20.00,195.80,1078.00,159.00,40.80,1052.00,136.00
Dec-09-2019,10.36,34.50,813.00,51.40,11.08,44.70,160.00,89.00,5.96,24.50,1937.00,900.00,119.50,206.60,78.60,11.74,68.20,4.18,326.00,3.54,39.60,25.50,75.00,20.20,199.60,1060.00,160.00,41.00,1035.00,140.50
Dec-10-2019,10.50,33.80,815.00,51.10,11.08,45.25,159.90,86.50,5.90,24.00,1930.00,873.00,117.00,201.00,79.00,11.62,67.00,4.25,321.00,3.67,38.80,25.90,75.00,20.15,196.00,1051.00,158.10,40.90,1000.00,141.50
Dec-11-2019,10.90,33.80,790.00,51.50,11.10,45.45,157.90,89.00,5.11,23.60,1980.00,874.00,120.50,207.60,79.30,11.84,68.20,4.31,323.40,3.19,39.50,26.60,75.00,20.40,199.50,1068.00,155.10,41.95,1003.00,141.50
Dec-12-2019,10.90,33.55,778.00,51.10,11.10,45.00,158.80,90.50,5.05,24.50,1934.00,891.00,121.40,216.00,81.65,12.00,66.20,4.25,310.00,2.69,39.45,26.50,75.00,20.15,200.00,1059.00,152.00,40.60,998.00,143.50
Dec-13-2019,11.00,34.45,782.00,52.40,11.16,46.90,160.10,91.00,5.55,25.45,1978.00,895.00,126.00,221.20,81.90,11.90,67.50,4.30,318.00,3.01,40.50,26.80,74.90,20.40,200.00,1069.00,153.00,41.80,1001.00,145.00
Dec-16-2019,10.80,33.00,752.00,49.80,11.38,45.75,157.00,87.30,5.55,24.70,1935.00,856.00,127.90,223.60,78.20,11.80,66.20,4.11,303.00,3.05,40.25,26.20,74.10,20.90,195.00,1055.00,155.00,40.80,990.00,141.10
Dec-17-2019,10.70,33.00,760.00,50.65,11.32,45.75,161.00,84.60,5.41,24.00,1980.00,830.00,135.00,225.00,79.70,11.72,64.05,4.04,317.80,3.19,39.50,27.00,73.50,21.00,196.50,1050.00,155.00,40.50,994.50,144.00
Dec-18-2019,11.12,33.00,758.00,51.00,11.36,45.75,158.00,83.10,5.93,23.65,2042.00,824.00,133.00,225.00,78.20,11.50,64.85,4.07,320.00,3.49,40.35,27.00,72.00,21.20,193.00,1055.00,160.00,40.65,1000.00,145.00
Dec-19-2019,11.30,33.10,755.00,50.95,11.32,45.40,154.80,83.80,6.47,23.50,2000.00,814.50,130.00,216.00,77.00,12.00,64.50,4.10,311.40,3.40,40.40,27.00,73.90,21.10,187.00,1035.00,152.00,40.65,999.00,143.00
Dec-20-2019,11.26,34.05,779.50,51.55,11.50,46.00,155.40,87.00,6.38,22.90,2016.00,839.00,130.00,213.00,80.10,12.00,68.00,4.00,286.20,3.26,39.95,27.50,75.00,21.55,183.00,1065.00,158.00,41.45,1000.00,144.00
Dec-23-2019,11.10,33.50,779.00,52.00,11.46,47.25,157.00,87.50,6.40,23.75,2012.00,854.00,128.30,220.00,81.70,11.50,66.60,4.03,299.80,3.42,39.95,27.80,77.00,21.80,186.60,1078.00,160.00,41.95,1020.00,151.90
Dec-26-2019,11.30,33.85,800.00,51.95,11.60,46.40,157.40,86.90,6.68,24.30,1997.00,879.00,129.40,216.20,79.00,11.90,67.00,4.09,305.00,3.58,40.40,27.20,77.95,21.95,196.00,1056.00,165.50,41.50,999.50,148.00
Dec-27-2019,11.30,34.20,785.50,51.50,11.66,45.50,158.00,87.90,6.61,24.15,2020.00,847.00,128.60,216.00,80.80,11.98,66.30,4.01,317.00,3.48,39.75,27.55,80.00,22.00,195.00,1043.00,164.00,42.10,988.00,145.00
Jan-02-2020,10.84,33.90,770.00,52.25,11.30,44.90,154.00,88.00,6.70,23.00,2048.00,854.50,130.00,213.00,78.00,12.00,65.00,3.92,316.00,3.36,40.05,29.00,79.95,22.00,186.60,1039.00,164.00,42.25,994.00,141.10
Jan-03-2020,10.56,34.95,776.00,52.35,11.30,44.75,155.00,89.00,6.45,23.00,2020.00,874.00,135.50,214.80,82.00,12.00,65.00,4.07,312.40,3.44,39.80,29.50,80.10,22.20,189.00,1051.00,164.00,42.80,1008.00,149.00
Jan-06-2020,10.22,35.00,785.00,52.80,11.08,44.15,155.00,88.50,6.69,22.55,2034.00,875.00,135.00,213.00,81.90,12.18,64.55,4.12,311.00,3.49,39.95,28.75,79.00,22.00,186.00,1040.00,165.00,42.20,1008.00,147.50
Jan-07-2020,10.46,34.65,800.00,52.50,11.20,44.20,155.00,86.55,6.98,22.05,2008.00,865.00,132.50,217.00,81.80,11.92,65.10,4.17,309.00,3.63,39.95,28.50,79.00,22.20,189.00,1067.00,164.00,42.00,1050.00,150.00
Jan-08-2020,10.58,34.50,790.00,51.85,11.02,44.05,152.00,85.40,7.00,21.85,2020.00,835.00,131.80,210.20,79.50,11.78,64.60,4.29,301.80,3.55,39.75,28.10,78.50,22.00,186.00,1055.00,161.00,41.45,1045.00,145.00
Jan-09-2020,10.46,34.30,794.50,51.80,11.20,45.00,152.00,85.00,7.04,22.30,2030.00,819.00,134.00,207.00,79.25,11.84,65.90,4.27,301.00,3.80,39.95,27.55,79.45,22.10,187.00,1072.00,159.00,42.00,1089.00,144.30
Jan-10-2020,10.60,34.25,795.00,52.00,11.18,44.35,153.00,86.50,7.07,22.35,1980.00,795.00,132.50,206.60,77.05,11.40,67.00,4.25,308.00,3.74,39.70,27.15,79.50,22.00,186.00,1079.00,158.50,42.00,1090.00,140.30
Jan-13-2020,10.60,34.25,795.00,52.00,11.18,44.35,153.00,86.50,7.07,22.35,1980.00,795.00,132.50,206.60,77.05,11.40,67.00,4.25,308.00,3.74,39.70,27.15,79.50,22.00,186.00,1079.00,158.50,42.00,1090.00,140.30
Jan-14-2020,10.88,33.80,794.50,52.00,11.12,43.90,154.70,86.80,6.73,21.90,2042.00,810.00,135.00,212.00,76.50,11.38,65.80,4.38,304.80,3.81,39.65,27.75,79.00,21.90,192.00,1077.00,157.30,41.05,1112.00,149.40
Jan-15-2020,10.84,32.50,790.00,52.40,11.00,43.20,153.20,83.70,6.69,21.60,2062.00,785.00,131.50,206.00,73.50,11.30,65.00,4.32,292.40,3.70,39.10,27.60,78.00,21.90,185.00,1060.00,151.60,40.70,1082.00,150.00
Jan-16-2020,10.98,33.20,794.50,53.00,11.02,42.90,155.10,85.20,6.48,21.35,2044.00,802.00,132.10,201.00,72.50,11.20,65.00,4.31,295.00,3.56,39.85,27.20,77.55,21.65,187.50,1050.00,152.80,40.40,1075.00,149.90
Jan-17-2020,10.90,32.55,803.00,54.00,11.02,43.55,157.50,87.50,6.36,21.05,2098.00,789.00,132.70,213.60,72.00,11.00,65.05,4.30,291.00,3.50,40.00,27.70,78.30,21.80,191.00,1055.00,152.50,40.70,1086.00,153.50
Jan-20-2020,10.80,32.75,750.00,52.75,11.00,40.50,154.00,87.50,6.35,19.90,2046.00,780.00,132.90,212.80,74.00,10.90,65.00,4.42,281.00,3.31,39.85,26.20,78.50,21.50,186.00,1030.00,148.10,39.75,1070.00,153.00
Jan-21-2020,9.99,32.65,715.00,51.15,10.94,39.50,153.20,83.80,6.26,20.35,2036.00,790.00,132.60,209.40,73.95,10.50,63.95,4.30,279.20,3.20,39.65,27.00,79.00,21.50,185.60,1026.00,148.10,40.00,1068.00,152.10
Jan-22-2020,10.40,32.55,717.00,52.00,10.92,39.40,153.50,81.75,6.32,20.80,1973.00,770.00,131.80,209.00,73.95,9.90,64.95,4.27,290.00,3.30,39.35,27.85,78.05,21.10,186.80,1025.00,148.20,40.20,1037.00,154.00
Jan-23-2020,10.32,33.20,730.00,53.00,11.00,40.80,157.00,81.95,6.32,21.15,2004.00,791.50,132.50,211.60,76.00,10.00,64.80,4.28,302.00,3.47,39.70,28.35,78.00,21.50,188.90,1050.00,148.50,40.70,1055.00,162.00
Jan-24-2020,10.32,33.30,740.00,52.95,11.10,41.40,156.00,82.25,6.20,21.20,2004.00,791.00,132.50,217.00,77.00,10.20,64.55,4.28,302.40,3.35,39.80,28.30,79.00,22.00,190.00,1032.00,150.00,40.80,1061.00,162.00
Jan-27-2020,9.87,33.20,738.00,52.80,10.92,41.60,156.00,82.70,6.21,21.05,2002.00,785.00,132.50,213.20,76.10,10.50,64.80,4.26,294.00,3.24,39.75,27.60,79.00,21.65,188.50,1025.00,147.40,41.00,1045.00,159.50
Jan-28-2020,9.85,32.65,727.50,50.90,10.88,41.50,153.50,83.00,6.09,21.10,1962.00,752.50,131.90,205.00,74.25,10.46,64.60,4.15,282.00,3.25,39.00,27.20,79.20,20.65,187.00,1015.00,147.00,39.75,1006.00,157.50
Jan-29-2020,9.99,32.75,717.00,51.50,10.84,42.00,154.00,83.00,5.97,21.45,1970.00,745.00,132.00,203.60,75.00,10.40,64.00,4.13,275.00,3.21,39.35,26.95,77.60,20.00,183.50,1013.00,143.30,40.00,1015.00,155.60
Jan-30-2020,9.35,33.25,721.00,50.90,10.78,41.90,154.00,84.50,5.96,21.50,1960.00,716.50,131.50,200.20,73.05,10.30,61.30,4.14,277.40,3.21,38.50,26.50,77.60,20.00,180.00,995.00,142.70,40.00,1012.00,151.30
Jan-31-2020,9.00,32.35,726.50,49.30,10.80,41.60,148.00,82.50,6.10,20.30,1890.00,675.00,130.00,191.20,70.10,9.80,57.35,4.05,256.00,3.21,38.20,25.50,77.05,22.00,177.00,971.00,139.80,38.90,996.00,145.00
Feb-03-2020,9.00,32.00,716.00,49.80,10.52,40.95,144.50,81.75,6.00,20.30,1900.00,665.00,128.00,196.00,69.50,9.73,56.05,3.83,259.00,3.20,38.35,24.25,76.25,20.35,168.60,974.50,136.60,38.90,1002.00,144.40
Feb-04-2020,8.85,31.95,740.50,49.85,10.52,40.95,150.70,82.30,6.20,20.35,1930.00,686.00,127.40,195.00,70.30,9.90,56.65,3.89,266.80,3.25,38.25,25.15,77.60,20.20,171.90,983.50,131.50,38.90,1020.00,151.00
Feb-05-2020,9.10,32.30,744.00,51.00,10.42,41.95,150.60,85.00,6.11,20.95,1962.00,715.00,127.20,190.60,72.70,10.04,59.80,4.06,274.80,3.24,38.40,25.25,76.00,20.25,176.00,1000.00,132.10,39.60,1050.00,155.00
